temperature,time,synthesis_method,result,metal_ionenergy,metal_affinity,metal_radii,metal_electronegativity,metal_valence,n_carboxylate,n_N_donnor,n_phosphate,n_chelating,linker_MW,solvent_MW,modulator_MW,linker_metal_ratio,solvent_metal_ratio,modulator_metal_ratio,linker_MQNs1,linker_MQNs2,linker_MQNs3,linker_MQNs4,linker_MQNs5,linker_MQNs6,linker_MQNs7,linker_MQNs8,linker_MQNs9,linker_MQNs10,linker_MQNs11,linker_MQNs12,linker_MQNs13,linker_MQNs14,linker_MQNs15,linker_MQNs16,linker_MQNs17,linker_MQNs18,linker_MQNs19,linker_MQNs20,linker_MQNs21,linker_MQNs22,linker_MQNs23,linker_MQNs24,linker_MQNs25,linker_MQNs26,linker_MQNs27,linker_MQNs28,linker_MQNs29,linker_MQNs30,linker_MQNs31,linker_MQNs32,linker_MQNs33,linker_MQNs34,linker_MQNs35,linker_MQNs36,linker_MQNs37,linker_MQNs38,linker_MQNs39,linker_MQNs40,linker_MQNs41,linker_MQNs42,solvent_type1,solvent_type2,solvent_type3,solvent_type4,solvent_type5,solvent_type6,solvent_type7,solvent_type8,modulator_type1,modulator_type2,modulator_type3,modulator_type4,modulator_type5,modulator_type6,modulator_type7,modulator_type8
185.0,40.0,1,1,9.394199,-0.6,135.0,1.65,2.0,4.0,0.0,0.0,0.0,312.084517472,18.02,,0.3268254005510621,473.06695837157105,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,8.0,4.0,0.0,12.0,0.0,0.0,4.0,16.0,8.0,4.0,4.0,0.0,0.0,8.0,0.0,4.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,24.0,1,1,7.88101,0.66225646,135.0,1.88,2.0,2.0,0.0,0.0,0.0,294.089208928,50.96551387126538,101.19,0.2968912199065965,874.8988834506391,0.173889662042805,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,4.0,2.0,0.0,13.0,5.999999999999999,0.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.999999999999999,5.0,0.50151984,0.30857583,0.18990433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
130.0,20.0,1,1,8.993822,-0.7,155.0,1.69,2.0,2.0,0.0,0.0,0.0,294.089208928,23.83889130734294,,0.3432885477932042,1050.7150436637935,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,4.0,2.0,0.0,13.0,5.999999999999999,0.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.999999999999999,5.0,0.00095749,0.59419197,0.40485053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.0,24.0,1,1,5.8638,1.165,175.0,1.2,3.0,2.0,0.0,0.0,0.0,290.05790879999995,38.615916002357984,,0.2678076064434283,1798.340794499126,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,4.0,2.0,0.0,10.0,9.0,0.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,5.0,0.22327475,0.48081882,0.29590643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.0,9.0,1,0,6.76651,0.6659999999999999,140.0,1.66,3.0,2.0,0.0,0.0,0.0,166.026608672,18.02,20.01,1.5333333333333334,278.28246395,0.9905047476,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,4.0,2.0,0.0,3.0,3.0,0.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
100.0,20.0,1,1,9.394199,-0.6,135.0,1.65,2.0,2.0,0.0,0.0,0.0,166.026608672,101.15,,0.3328934137757667,28.136088078179988,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,4.0,2.0,0.0,3.0,3.0,0.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,72.0,1,0,9.394199,-0.6,135.0,1.65,2.0,2.0,0.0,0.0,0.0,166.026608672,101.15,,0.3374602619742105,50.16707924079236,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,4.0,2.0,0.0,3.0,3.0,0.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,12.0,1,0,9.394199,-0.6,135.0,1.65,2.0,2.0,0.0,0.0,0.0,181.037507704,101.15,,0.2297212240292001,49.984101725547056,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,13.0,5.0,2.0,0.0,3.0,3.0,0.0,2.0,9.0,5.0,4.0,3.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,20.0,1,0,9.394199,-0.6,135.0,1.65,2.0,2.0,0.0,0.0,2.0,198.016437912,73.09,,0.2934224639316675,75.0824790967542,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,6.0,2.0,0.0,3.0,3.0,0.0,2.0,12.0,6.0,4.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,24.0,1,0,9.394199,-0.6,135.0,1.65,2.0,3.0,0.0,0.0,0.0,438.1103382959999,101.15,,0.1657757933112714,65.03139901584196,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,33.0,9.0,3.0,0.0,12.0,12.0,0.0,6.0,12.0,6.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,14.999999999999998,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,24.0,1,0,7.72638,1.235,135.0,1.9,2.0,3.0,0.0,0.0,0.0,210.016437912,31.92846454645366,,0.5339914740857079,163.4491254072246,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,6.0,3.0,0.0,3.0,3.0,0.0,3.0,12.0,6.0,3.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1507779,0.64939588,0.19982622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,10.0,2,0,9.394199,-0.6,135.0,1.65,2.0,2.0,0.0,0.0,0.0,290.0579088,73.09,,0.5056572275181677,140.1871606113929,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,7.0,2.0,2.0,6.0,6.0,0.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,152.01412584,73.09,18.02,10.059571274641796,954.71255748028,69.69352940682629,7.000000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,48.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,152.01412584,73.09,18.02,10.0,872.263647675,80.7019145455,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,16.0,1,0,5.9857684,0.43283,125.0,1.61,3.0,4.0,0.0,0.0,0.0,790.2063639200002,18.02,,0.5091954267118535,2239.4473320449483,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,60.0,12.0,4.0,0.0,27.0,25.0,0.0,8.0,20.0,12.0,6.0,6.0,0.0,0.0,8.0,0.0,4.0,0.0,28.0,20.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,48.0,1,1,7.72638,1.235,135.0,1.9,2.0,4.0,1.0,0.0,0.0,493.0757436799999,48.13872106087741,87.80999999999999,0.1876969232136128,684.8096232794506,34.907371097600446,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,36.0,14.0,6.0,0.0,9.0,9.0,0.0,8.0,23.0,13.0,6.0,6.0,0.0,0.0,10.0,2.0,6.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43587151,0.56412849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,24.0,1,0,6.6339,0.426,155.0,1.33,4.0,2.0,0.0,0.0,0.0,166.026608672,73.09,,1.0,147.68485040000002,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.999999999999998,4.0,2.0,0.0,2.9999999999999996,2.9999999999999996,0.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,24.0,1,0,6.6339,0.426,155.0,1.33,4.0,2.0,0.0,0.0,0.0,211.01168688,73.09,,1.0,147.68485040000002,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.999999999999999,0.0,15.000000000000002,5.999999999999999,2.9999999999999996,0.0,2.9999999999999996,2.9999999999999996,0.0,2.9999999999999996,14.0,7.0,2.0,2.0,1.0,1.0,5.999999999999999,0.0,2.9999999999999996,0.0,2.9999999999999996,2.9999999999999996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,24.0,1,0,6.6339,0.426,155.0,1.33,4.0,2.0,0.0,0.0,0.0,181.037507704,73.09,,0.9510869565217392,140.46113489130434,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,13.0,5.0,2.0,0.0,2.9999999999999996,2.9999999999999996,0.0,2.0,9.0,5.0,4.0,2.9999999999999996,0.0,0.0,5.0,0.0,2.0,0.0,2.9999999999999996,2.9999999999999996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,24.0,1,0,6.6339,0.426,155.0,1.33,4.0,2.0,0.0,0.0,0.0,216.042258736,73.09,,1.0,147.68485040000002,0.0,11.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,4.0,2.0,0.0,5.999999999999999,5.0,0.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,5.999999999999999,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,48.0,1,0,6.6339,0.426,155.0,1.33,4.0,2.0,0.0,0.0,0.0,226.04773804,73.09,60.04999999999999,1.0,147.68485040000002,29.820863571428575,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999999999,0.0,16.0,8.0,2.0,0.0,2.9999999999999996,2.9999999999999996,0.0,4.0,11.999999999999998,5.999999999999999,2.0,2.0,0.0,0.0,5.999999999999999,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,24.0,1,0,6.6339,0.426,155.0,1.33,4.0,2.0,0.0,0.0,0.0,242.0579088,73.09,60.05,1.0,492.28283466666664,33.333333333333336,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,5.0,2.0,0.0,6.0,6.0,0.0,3.0,8.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,24.0,1,0,6.6339,0.426,155.0,1.33,4.0,2.0,2.0,0.0,0.0,244.048406736,73.09,60.05,1.0,492.28283466666664,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,18.0,5.0,2.0,0.0,6.0,6.0,0.0,3.0,10.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,24.0,1,0,6.6339,0.426,155.0,1.33,4.0,2.0,1.0,0.0,0.0,243.053157768,73.09,60.05,0.9904761904761904,492.28283466666664,30.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,18.0,5.0,2.0,0.0,6.0,6.0,0.0,3.0,9.0,5.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,96.0,1,1,6.6339,0.426,155.0,1.33,4.0,4.0,0.0,0.0,0.0,730.1627677920001,73.09,122.12,0.3191343222068806,669.1518524484891,84.80547366856446,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,17.0,4.0,4.0,18.0,18.0,0.0,5.0,16.0,8.0,4.0,4.0,0.0,0.0,8.0,8.0,4.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,72.0,1,1,6.6339,0.426,155.0,1.33,4.0,4.0,0.0,0.0,0.0,778.1627677920001,87.98367376445644,122.12,0.2329047151562277,586.2261431325165,84.80547366856445,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,59.99999999999999,16.0,4.0,4.0,22.0,21.0,0.0,4.0,16.0,8.0,4.0,4.0,0.0,0.0,8.0,8.0,4.0,0.0,22.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120.0,72.0,1,1,6.6339,0.426,155.0,1.33,4.0,4.0,0.0,0.0,0.0,732.6890835814737,73.09,122.12,0.2459655555555555,669.1518524484889,84.80547366856445,48.21052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.21052631578948,16.947368421052634,4.0,4.0,18.210526315789473,18.157894736842103,0.0,4.947368421052632,16.0,8.0,4.0,4.0,0.0,0.0,8.0,8.0,4.0,0.0,22.0,14.210526315789474,0.0,0.0,0.0,0.0,6.105263157894736,0.0,0.0,0.0,0.0,0.3157894736842105,0.2631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
